Date,Username,Tweet
2022-12-23 08:57:14+00:00,Mufi74858459,@PendisKemenag #safegbpnshonorer
2022-12-23 08:56:30+00:00,Mufi74858459,"@PendisKemenag Gak di ig atau ditwitter admin semua diem seribu bahasa bila bahas ttg guru honorer dibawah naunganya,,kebnyakan drama"
2022-12-23 08:55:29+00:00,Mufi74858459,@PendisKemenag Kasih penjelasan ke guru honorer kenpa gbpns hnya cair separo tdk sesuai juknis?????? Jgn cuma flexing sj
2022-12-23 08:49:00+00:00,PendisKemenag,"Semarak HAB ke 77, Kanwil Kemenag DKI Jakarta Gandeng NBA Jr Gelar Turnamen Basket Madrasah

https://t.co/iZXMRe6aw0"
2022-12-23 07:48:25+00:00,PendisKemenag,"MAN 4 Jakarta Sukses Jadi Tuan Rumah Kompetisi Basketball Madrasah 

https://t.co/Y7F0Es6VZD"
2022-12-23 02:25:50+00:00,Mtsn2Kudus,"#kemenag_ri
#kemenagjateng
#MadrasahHebatBermartabat
#Madsaridaku
#pendidikanislam
#pendidikanmadrasah
#pendis
#pendiskemenag
@kanwiljateng
@kemenag.jateng
@kemenag_ri
@mtsnduakudus
@pendidikanislam
@pendidikanmadrasah 
@pendis
@pendiskemenag https://t.co/410wx6oEwD"
2022-12-22 00:44:58+00:00,PendisKemenag,"""Tak ada orang hebat yang terlahir hebat kecuali ia tumbuh hebat dibawah bimbingan seorang ibu""

Selamat Hari Ibu https://t.co/xuD0fNQ8E8"
2022-12-22 00:33:58+00:00,man2jepara,"Assalamu'alaikum Wr.Wb. warga #manara

Keluarga Besar 
 MAN 2 JEPARA 
mengucapkan

Selamat Hari Ibu

22 Desember 2022

@kemenagjeparaofficial @kanwiljateng
@kemenag_ri @gusyaqut
@pendidikanmadrasah @kamimadrasah
@madrasahreform @kemenag.jateng
@gtkmadrasah @pendiskemenag https://t.co/ZCkpTMsmLr"
2022-12-21 15:25:34+00:00,PendisKemenag,Selamat Hari Ibu https://t.co/bf9m2KLxZj
2022-12-21 10:21:00+00:00,PendisKemenag,"1.700 Dosen Ikuti Peningkatan Kompetensi Dosen Pemula Program Kemenag-LPDP

https://t.co/niAGpCYzVS"
2022-12-21 07:20:00+00:00,PendisKemenag,"Ribuan Guru PAI akan Ikuti Training Pelatih Daerah PPKB

https://t.co/FrV9posgz8"
2022-12-21 05:19:00+00:00,PendisKemenag,"Stadium General STAIN Madina, Mahasiswa Agent Moderasi Beragama

https://t.co/Ib18Bjg4R9"
2022-12-21 04:52:50+00:00,Mtsn2Kudus,"#kemenag_ri
#kemenagjateng
#MadrasahHebatBermartabat
#Madsaridaku
#pendidikanislam
#pendidikanmadrasah
#pendis
#pendiskemenag
@kanwiljateng
@kemenag.jateng
@kemenag_ri
@mtsnduakudus
@pendidikanislam
@pendidikanmadrasah 
@pendis
@pendiskemenag https://t.co/iMguHJy4gE"
2022-12-21 03:18:00+00:00,PendisKemenag,"Kasubdit Sarpras dan Kemahasiswaan PTKI Bangga Atas Prestasi Mahasiswa UIN Syahada Padangsidimpuan

https://t.co/LnNbPzYcjf"
2022-12-21 02:03:27+00:00,Mufi74858459,@PendisKemenag Sangking emosi ngetik smpek typo2
2022-12-21 02:02:21+00:00,Mufi74858459,@PendisKemenag Yaallooh knp tdk ada oenejlasna smskli terkait insentif gbpns buat guru honorer admin??? Knp smpek skrng msih bnyk yg blm dpt dan knp bnyak juga yg caur hnya separo?????? Tolong pnjelasanya!!!
2022-12-21 01:17:00+00:00,PendisKemenag,"Spiritual Journey Ziarah Makam Waliyullah Tingkatkan Pengabdian Profesi

https://t.co/CH4TN04b3e"
